,dataset,noise,model,agent_num,count
28,gsm,clean,gemma-3-4b-it,20,100
29,gsm,clean,gemma-3-4b-it,25,100
30,gsm,punctuation_10,Llama-3.1-8B-Instruct,1,100
31,gsm,punctuation_10,Llama-3.1-8B-Instruct,5,100
32,gsm,punctuation_10,Llama-3.1-8B-Instruct,10,100
33,gsm,punctuation_10,Llama-3.1-8B-Instruct,15,100
34,gsm,punctuation_10,Llama-3.1-8B-Instruct,20,100
35,gsm,punctuation_10,Llama-3.1-8B-Instruct,25,100
36,gsm,punctuation_10,Qwen3-14B,1,100
37,gsm,punctuation_10,Qwen3-14B,5,100
38,gsm,punctuation_10,Qwen3-14B,10,100
39,gsm,punctuation_10,Qwen3-14B,15,100
40,gsm,punctuation_10,Qwen3-14B,20,100
41,gsm,punctuation_10,Qwen3-14B,25,100
42,gsm,punctuation_10,Qwen3-4B,1,100
43,gsm,punctuation_10,Qwen3-4B,5,100
44,gsm,punctuation_10,Qwen3-4B,10,100
45,gsm,punctuation_10,Qwen3-4B,15,100
46,gsm,punctuation_10,Qwen3-4B,20,100
47,gsm,punctuation_10,Qwen3-4B,25,100
48,gsm,punctuation_10,gemma-3-12b-it,1,100
49,gsm,punctuation_10,gemma-3-12b-it,5,100
50,gsm,punctuation_10,gemma-3-12b-it,10,100
51,gsm,punctuation_10,gemma-3-12b-it,15,100
52,gsm,punctuation_10,gemma-3-12b-it,20,100
53,gsm,punctuation_10,gemma-3-12b-it,25,100
54,gsm,punctuation_10,gemma-3-4b-it,1,100
55,gsm,punctuation_10,gemma-3-4b-it,5,100
56,gsm,punctuation_10,gemma-3-4b-it,10,100
57,gsm,punctuation_10,gemma-3-4b-it,15,100
58,gsm,punctuation_10,gemma-3-4b-it,20,100
59,gsm,punctuation_10,gemma-3-4b-it,25,100
60,gsm,punctuation_30,Llama-3.1-8B-Instruct,1,100
61,gsm,punctuation_30,Llama-3.1-8B-Instruct,5,100
62,gsm,punctuation_30,Llama-3.1-8B-Instruct,10,100
63,gsm,punctuation_30,Llama-3.1-8B-Instruct,15,100
64,gsm,punctuation_30,Llama-3.1-8B-Instruct,20,100
65,gsm,punctuation_30,Llama-3.1-8B-Instruct,25,100
66,gsm,punctuation_30,Qwen3-14B,1,100
67,gsm,punctuation_30,Qwen3-14B,5,100
68,gsm,punctuation_30,Qwen3-14B,10,100
69,gsm,punctuation_30,Qwen3-14B,15,100
70,gsm,punctuation_30,Qwen3-14B,20,100
71,gsm,punctuation_30,Qwen3-14B,25,100
72,gsm,punctuation_30,Qwen3-4B,1,100
73,gsm,punctuation_30,Qwen3-4B,5,100
74,gsm,punctuation_30,Qwen3-4B,10,100
75,gsm,punctuation_30,Qwen3-4B,15,100
76,gsm,punctuation_30,Qwen3-4B,20,100
77,gsm,punctuation_30,Qwen3-4B,25,100
78,gsm,punctuation_30,gemma-3-12b-it,1,100
79,gsm,punctuation_30,gemma-3-12b-it,5,100
80,gsm,punctuation_30,gemma-3-12b-it,10,100
81,gsm,punctuation_30,gemma-3-12b-it,15,100
82,gsm,punctuation_30,gemma-3-12b-it,20,100
83,gsm,punctuation_30,gemma-3-12b-it,25,100
84,gsm,punctuation_30,gemma-3-4b-it,1,100
85,gsm,punctuation_30,gemma-3-4b-it,5,100
86,gsm,punctuation_30,gemma-3-4b-it,10,100
87,gsm,punctuation_30,gemma-3-4b-it,15,100
88,gsm,punctuation_30,gemma-3-4b-it,20,100
89,gsm,punctuation_30,gemma-3-4b-it,25,100
90,gsm,punctuation_50,Llama-3.1-8B-Instruct,1,100
91,gsm,punctuation_50,Llama-3.1-8B-Instruct,5,100
92,gsm,punctuation_50,Llama-3.1-8B-Instruct,10,100
93,gsm,punctuation_50,Llama-3.1-8B-Instruct,15,100
94,gsm,punctuation_50,Llama-3.1-8B-Instruct,20,100
95,gsm,punctuation_50,Llama-3.1-8B-Instruct,25,100
96,gsm,punctuation_50,Qwen3-14B,1,100
97,gsm,punctuation_50,Qwen3-14B,5,100
98,gsm,punctuation_50,Qwen3-14B,10,100
99,gsm,punctuation_50,Qwen3-14B,15,100
100,gsm,punctuation_50,Qwen3-14B,20,100
101,gsm,punctuation_50,Qwen3-14B,25,100
102,gsm,punctuation_50,Qwen3-4B,1,100
103,gsm,punctuation_50,Qwen3-4B,5,100
104,gsm,punctuation_50,Qwen3-4B,10,100
105,gsm,punctuation_50,Qwen3-4B,15,100
106,gsm,punctuation_50,Qwen3-4B,20,100
107,gsm,punctuation_50,Qwen3-4B,25,100
108,gsm,punctuation_50,gemma-3-12b-it,1,100
109,gsm,punctuation_50,gemma-3-12b-it,5,100
110,gsm,punctuation_50,gemma-3-12b-it,10,100
111,gsm,punctuation_50,gemma-3-12b-it,15,100
112,gsm,punctuation_50,gemma-3-12b-it,20,100
113,gsm,punctuation_50,gemma-3-12b-it,25,100
114,gsm,punctuation_50,gemma-3-4b-it,1,100
115,gsm,punctuation_50,gemma-3-4b-it,5,100
116,gsm,punctuation_50,gemma-3-4b-it,10,100
117,gsm,punctuation_50,gemma-3-4b-it,15,100
118,gsm,punctuation_50,gemma-3-4b-it,20,100
119,gsm,punctuation_50,gemma-3-4b-it,25,100
120,gsm,r2ata,Llama-3.1-8B-Instruct,1,100
121,gsm,r2ata,Llama-3.1-8B-Instruct,5,100
122,gsm,r2ata,Llama-3.1-8B-Instruct,10,100
123,gsm,r2ata,Llama-3.1-8B-Instruct,15,100
124,gsm,r2ata,Llama-3.1-8B-Instruct,20,100
125,gsm,r2ata,Llama-3.1-8B-Instruct,25,100
126,gsm,r2ata,Qwen3-14B,1,100
127,gsm,r2ata,Qwen3-14B,5,100
128,gsm,r2ata,Qwen3-14B,10,100
129,gsm,r2ata,Qwen3-14B,15,100
130,gsm,r2ata,Qwen3-14B,20,100
131,gsm,r2ata,Qwen3-14B,25,100
132,gsm,r2ata,Qwen3-4B,1,100
133,gsm,r2ata,Qwen3-4B,5,100
134,gsm,r2ata,Qwen3-4B,10,100
135,gsm,r2ata,Qwen3-4B,15,100
136,gsm,r2ata,Qwen3-4B,20,100
137,gsm,r2ata,Qwen3-4B,25,100
138,gsm,r2ata,gemma-3-12b-it,1,100
139,gsm,r2ata,gemma-3-12b-it,5,100
140,gsm,r2ata,gemma-3-12b-it,10,100
141,gsm,r2ata,gemma-3-12b-it,15,100
142,gsm,r2ata,gemma-3-12b-it,20,100
143,gsm,r2ata,gemma-3-12b-it,25,100
144,gsm,r2ata,gemma-3-4b-it,1,100
145,gsm,r2ata,gemma-3-4b-it,5,100
146,gsm,r2ata,gemma-3-4b-it,10,100
147,gsm,r2ata,gemma-3-4b-it,15,100
148,gsm,r2ata,gemma-3-4b-it,20,100
149,gsm,r2ata,gemma-3-4b-it,25,100
150,gsm,wikitypo,Llama-3.1-8B-Instruct,1,100
151,gsm,wikitypo,Llama-3.1-8B-Instruct,5,100
152,gsm,wikitypo,Llama-3.1-8B-Instruct,10,100
153,gsm,wikitypo,Llama-3.1-8B-Instruct,15,100
154,gsm,wikitypo,Llama-3.1-8B-Instruct,20,100
155,gsm,wikitypo,Llama-3.1-8B-Instruct,25,100
156,gsm,wikitypo,Qwen3-14B,1,100
157,gsm,wikitypo,Qwen3-14B,5,100
158,gsm,wikitypo,Qwen3-14B,10,100
159,gsm,wikitypo,Qwen3-14B,15,100
160,gsm,wikitypo,Qwen3-14B,20,100
161,gsm,wikitypo,Qwen3-14B,25,100
162,gsm,wikitypo,Qwen3-4B,1,100
163,gsm,wikitypo,Qwen3-4B,5,100
164,gsm,wikitypo,Qwen3-4B,10,100
165,gsm,wikitypo,Qwen3-4B,15,100
166,gsm,wikitypo,Qwen3-4B,20,100
167,gsm,wikitypo,Qwen3-4B,25,100
168,gsm,wikitypo,gemma-3-12b-it,1,100
169,gsm,wikitypo,gemma-3-12b-it,5,100
170,gsm,wikitypo,gemma-3-12b-it,10,100
171,gsm,wikitypo,gemma-3-12b-it,15,100
172,gsm,wikitypo,gemma-3-12b-it,20,100
173,gsm,wikitypo,gemma-3-12b-it,25,100
174,gsm,wikitypo,gemma-3-4b-it,1,100
175,gsm,wikitypo,gemma-3-4b-it,5,100
176,gsm,wikitypo,gemma-3-4b-it,10,100
177,gsm,wikitypo,gemma-3-4b-it,15,100
178,gsm,wikitypo,gemma-3-4b-it,20,100
179,gsm,wikitypo,gemma-3-4b-it,25,100
180,math,clean,Llama-3.1-8B-Instruct,1,100
181,math,clean,Llama-3.1-8B-Instruct,5,100
182,math,clean,Llama-3.1-8B-Instruct,10,100
183,math,clean,Llama-3.1-8B-Instruct,15,100
184,math,clean,Llama-3.1-8B-Instruct,20,100
185,math,clean,Llama-3.1-8B-Instruct,25,100
186,math,clean,Mistral-7B-Instruct-v0.3,1,100
187,math,clean,Mistral-7B-Instruct-v0.3,5,100
188,math,clean,Mistral-7B-Instruct-v0.3,10,100
189,math,clean,Mistral-7B-Instruct-v0.3,15,100
190,math,clean,Mistral-7B-Instruct-v0.3,20,100
191,math,clean,Mistral-7B-Instruct-v0.3,25,100
192,math,clean,Qwen3-4B,1,100
193,math,clean,Qwen3-4B,5,100
194,math,clean,Qwen3-4B,10,100
195,math,clean,Qwen3-4B,15,100
196,math,clean,Qwen3-4B,20,100
197,math,clean,Qwen3-4B,25,100
198,math,clean,gemma-3-12b-it,1,100
199,math,clean,gemma-3-12b-it,5,100
200,math,clean,gemma-3-12b-it,10,100
201,math,clean,gemma-3-12b-it,15,100
202,math,clean,gemma-3-12b-it,20,100
203,math,clean,gemma-3-12b-it,25,100
204,math,clean,gemma-3-4b-it,1,100
205,math,clean,gemma-3-4b-it,5,100
206,math,clean,gemma-3-4b-it,10,100
207,math,clean,gemma-3-4b-it,15,100
208,math,clean,gemma-3-4b-it,20,100
209,math,clean,gemma-3-4b-it,25,100
210,math,punctuation_10,Llama-3.1-8B-Instruct,1,100
211,math,punctuation_10,Llama-3.1-8B-Instruct,5,100
212,math,punctuation_10,Llama-3.1-8B-Instruct,10,100
213,math,punctuation_10,Llama-3.1-8B-Instruct,15,100
214,math,punctuation_10,Llama-3.1-8B-Instruct,20,100
215,math,punctuation_10,Llama-3.1-8B-Instruct,25,100
216,math,punctuation_10,Qwen3-14B,1,100
217,math,punctuation_10,Qwen3-14B,5,100
218,math,punctuation_10,Qwen3-14B,10,100
219,math,punctuation_10,Qwen3-14B,15,100
220,math,punctuation_10,Qwen3-14B,20,100
221,math,punctuation_10,Qwen3-14B,25,100
222,math,punctuation_10,Qwen3-4B,1,100
223,math,punctuation_10,Qwen3-4B,5,100
224,math,punctuation_10,Qwen3-4B,10,100
225,math,punctuation_10,Qwen3-4B,15,100
226,math,punctuation_10,Qwen3-4B,20,100
227,math,punctuation_10,Qwen3-4B,25,100
228,math,punctuation_10,gemma-3-12b-it,1,100
229,math,punctuation_10,gemma-3-12b-it,5,100
230,math,punctuation_10,gemma-3-12b-it,10,100
231,math,punctuation_10,gemma-3-12b-it,15,100
232,math,punctuation_10,gemma-3-12b-it,20,100
233,math,punctuation_10,gemma-3-12b-it,25,100
234,math,punctuation_10,gemma-3-4b-it,1,100
235,math,punctuation_10,gemma-3-4b-it,5,100
236,math,punctuation_10,gemma-3-4b-it,10,100
237,math,punctuation_10,gemma-3-4b-it,15,100
238,math,punctuation_10,gemma-3-4b-it,20,100
